"","SampleID","notes","sampling date","sampling time","movement","Station_start","Station_end","sample type","medium","Station","ecosystem","depth.x","filtration","pore size","replicate","time","bottle","filter type","time point","Season","Latitude.x","Longitude.x","depth_chr","depth_num","Sampling_month","depth.y","pressure","temperature","temperature2","conductivity","conductivity2","salinity","salinity2","beamAttenuation","fluorescence","oxygen","oxygen2","oxygen3","flag","File","Latitude.y","Longitude.y","system_upload_time_chr","system_upload_time","depth_diff"
"66","20250724-MARS-air-st-1",NA,"07.24.2025",NA,"stationary","MARS","MARS","eDNA","air","MARS","marine","0",NA,"0.22","1",NA,NA,"disk",3,"Summer2025",36.743,-122.1068333,"0",NA,"July",1.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7165,-122.188,NA,NA,NA
"67","20250724-MARS-air-st-2",NA,"07.24.2025",NA,"stationary","MARS","MARS","eDNA","air","MARS","marine","0",NA,"0.22","2",NA,NA,"disk",3,"Summer2025",36.743,-122.1068333,"0",NA,"July",1.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7165,-122.188,NA,NA,NA
"68","20250724-MARS-air-st-3",NA,"07.24.2025",NA,"stationary","MARS","MARS","eDNA","air","MARS","marine","0",NA,"0.22","3",NA,NA,"disk",3,"Summer2025",36.743,-122.1068333,"0",NA,"July",1.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7165,-122.188,NA,NA,NA
"69","20250724-MARS-Blnk","MolGrad H20","07.24.2025",NA,NA,NA,NA,"blank",NA,"MARS","marine","0",NA,"0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"0",NA,"July",1.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7165,-122.188,NA,NA,NA
"70","20250724-MARS-300m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","300","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"300",300,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,300
"71","20250724-MARS-300m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","300","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"300",300,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,300
"72","20250724-MARS-300m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","300","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"300",300,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,300
"73","20250724-MARS-150m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","150","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"150",150,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,150
"74","20250724-MARS-150m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","150","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"150",150,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,150
"75","20250724-MARS-150m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","150","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"150",150,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,150
"76","20250724-MARS-014m-1","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","14","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"14",14,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,14
"77","20250724-MARS-014m-2","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","14","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"14",14,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,14
"78","20250724-MARS-014m-3","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","14","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"14",14,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,14
"79","20250724-MARS-010m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","10","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"10",10,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,10
"80","20250724-MARS-010m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","10","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"10",10,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,10
"81","20250724-MARS-010m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","10","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.743,-122.1068333,"10",10,"July",1.986,2,15.2256,15.2285,4.165223,4.165621,33.6795,33.6618,1.0125,0.12217,6.9437,121.538,302.572,0,"SynchroOSW - Summer2025 - CTD - MARS.cnv",36.7165,-122.188,"Jul 24 2025 12:47:33",2025-07-24 12:47:33,10
"82","20250724-C1-Blnk","MolGrad H20","07.24.2025",NA,NA,NA,NA,"blank",NA,"C1","marine","0","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"83","20250724-C1-150m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","150","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"150",150,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,150
"84","20250724-C1-150m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","150","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"150",150,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,150
"85","20250724-C1-150m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","150","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"150",150,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,150
"86","20250724-C1-010m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"87","20250724-C1-010m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"88","20250724-C1-010m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"89","20250724-C1-010m-4","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","4",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"90","20250724-C1-010m-5","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","5",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"91","20250724-C1-010m-6","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","6",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"92","20250724-C1-010m-7",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","7",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"93","20250724-C1-010m-8",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","8",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"94","20250724-C1-010m-9",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","9",NA,NA,"Sterivex",3,"Summer2025",36.8045,-121.858,"10",10,"July",1.985,2,15.4823,15.4541,4.195071,4.192757,33.7507,33.7146,0.8509,0.25977,7.0066,123.321,305.31,0,"SynchroOSW - Summer2025 - CTD - C1.cnv",36.7981666666667,-121.8545,"Jul 24 2025 08:09:16",2025-07-24 08:09:16,10
"95","20250724-C1-M2-air-1",NA,"07.24.2025",NA,"transition","C1","M2","eDNA","air","C1","marine","10","passive","0.22","1",NA,NA,"disk",3,"Summer2025",36.8045,-121.858,"10",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"96","20250724-C1-M2-air-2",NA,"07.24.2025",NA,"transition","C1","M2","eDNA","air","C1","marine","0","passive","0.22","2",NA,NA,"disk",3,"Summer2025",36.8045,-121.858,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"97","20250724-C1-M2-air-3",NA,"07.24.2025",NA,"transition","C1","M2","eDNA","air","C1","marine","0","passive","0.22","3",NA,NA,"disk",3,"Summer2025",36.8045,-121.858,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"98","20250724-C1-air-st-1",NA,"07.24.2025",NA,"stationary","C1","C1","eDNA","air","C1","marine","0","passive","0.22","1",NA,NA,"disk",3,"Summer2025",36.8045,-121.858,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"99","20250724-C1-air-st-2",NA,"07.24.2025",NA,"stationary","C1","C1","eDNA","air","C1","marine","0","passive","0.22","2",NA,NA,"disk",3,"Summer2025",36.8045,-121.858,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"100","20250724-C1-air-st-3",NA,"07.24.2025",NA,"stationary","C1","C1","eDNA","air","C1","marine","0","passive","0.22","3",NA,NA,"disk",3,"Summer2025",36.8045,-121.858,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7981666666667,-121.8545,NA,NA,NA
"101","20250724-M2-torp-A",NA,"07.24.2025",NA,"transition",NA,NA,"eDNA","water","M2","marine","0","passive","20","1","3",NA,"disk",3,"Summer2025",36.7015,-122.3743333,"0",0,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,0
"102","20250724-M2-torp-B",NA,"07.24.2025",NA,"transition",NA,NA,"eDNA","water","M2","marine","0","passive","20","2","3",NA,"disk",3,"Summer2025",36.7015,-122.3743333,"0",0,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,0
"103","20250724-M2-Blnk","MolGrad H20","07.24.2025",NA,NA,NA,NA,"blank",NA,"M2","marine","0","active","20","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.71,-122.312333333333,NA,NA,NA
"104","20250724-M2-150m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","150","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"150",150,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,150
"105","20250724-M2-150m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","150","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"150",150,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,150
"106","20250724-M2-150m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","150","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"150",150,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,150
"107","20250724-M2-010m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","10","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"10",10,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,10
"108","20250724-M2-010m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","10","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"10",10,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,10
"109","20250724-M2-010m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","10","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"10",10,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,10
"110","20250724-M2-003m-1","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","3","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"3",3,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,3
"111","20250724-M2-003m-2","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","3","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"3",3,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,3
"112","20250724-M2-003m-3","Deep Chl max","07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","3","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"3",3,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,3
"113","20250724-M2-300m-1",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","300","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"300",300,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,300
"114","20250724-M2-300m-2",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","300","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"300",300,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,300
"115","20250724-M2-air-st-1",NA,"07.24.2025",NA,"stationary","M2","M2","eDNA","air","M2","marine","0","active","0.22","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.71,-122.312333333333,NA,NA,NA
"116","20250724-M2-air-st-3",NA,"07.24.2025",NA,"stationary","M2","M2","eDNA","air","M2","marine","0","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.71,-122.312333333333,NA,NA,NA
"117","20250724-M2-air-st-2",NA,"07.24.2025",NA,"stationary","M2",NA,"eDNA","air","M2","marine","0","active","0.22","2",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.71,-122.312333333333,NA,NA,NA
"118","20250724-M2-300m-3",NA,"07.24.2025",NA,"stationary",NA,NA,"eDNA","water","M2","marine","300","active","0.22","3",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"300",300,"July",1.985,2,13.9157,13.8917,4.038756,4.042132,33.7135,33.7005,1.4711,0.69532,6.5785,112.196,286.572,0,"SynchroOSW - Summer2025 - CTD - M2.cnv",36.71,-122.312333333333,"Jul 24 2025 10:29:34",2025-07-24 10:29:34,300
"119","20250724-M2-torp-blank","dry filter","07.24.2025",NA,NA,NA,NA,"blank",NA,"M2","marine","0","passive","20","1",NA,NA,"Sterivex",3,"Summer2025",36.7015,-122.3743333,"0",NA,"July",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.71,-122.312333333333,NA,NA,NA
"120","20251027-ES-torp3-A","torp","10.27.2025",14:40:00,"transition",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","passive","20","1","3",NA,"disk",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"121","20251027-ES-torp3-B","torp","10.27.2025",14:40:00,"transition",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","passive","20","2","3",NA,"disk",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"122","20251027-ES-torp1-A","torp","10.27.2025",14:40:00,"transition",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","passive","20","1","1",NA,"disk",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"123","20251027-ES-torp1-B","torp","10.27.2025",14:40:00,"transition",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","passive","20","2","1",NA,"disk",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"124","20251027-ES-torp1-C","torp","10.27.2025",14:40:00,"transition",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","passive","20","1","1",NA,"disk",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"125","20251027-ES-torp1-D","torp","10.27.2025",14:40:00,"transition",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","passive","20","2","1",NA,"disk",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"126","20251027-ES26a",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","1",NA,19,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"127","20251027-ES26b",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","2",NA,19,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"128","20251027-ES26c",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","3",NA,19,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"129","20251027-ES27a",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","1",NA,20,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"130","20251027-ES27b",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","2",NA,20,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
